BA,CA,BT,BU,PC,AC,BH,CC,CG,ER,DP,EL,BY,BF,RI,BP,BV,CH,DF,PJ,FP,BC,BO,DL,BL
0.201193434770358,0.00246646942800789,0.237838123415047,0.0556717385178924,0.00528529163144548,0.107819949281488,0.00176176387714849,0.272016342631727,0.0320641025641026,0.0133894054663285,0.0109229360383207,0.0010570583262891,0.0271311637080868,0.151159340659341,0,0.842827838827839,0.0232552831783601,0.0123323471400394,0.0472152719075796,0.0338258664412511,0.000704705550859397,0.200841081994928,0.130722879684418,0.0764605522682446,0.0123323471400394
0.129951219512195,0.00234146341463415,0.285073170731707,0.0591219512195122,0.00526829268292683,0.12,0.000585365853658537,0.258146341463415,0.0427317073170732,0.0140487804878049,0.00702439024390244,0.000585365853658537,0.0298536585365854,0.165073170731707,0,0.698341463414634,0.0146341463414634,0.0187317073170732,0.0743414634146341,0.0321951219512195,0.00117073170731707,0.242341463414634,0.189073170731707,0.0919024390243902,0.0134634146341463
0.0800533254624164,0.00155745769382133,0.166336481700118,0.0361330184966549,0.00280342384887839,0.0744464777646596,0.000622983077528532,0.17381227863046,0.0230503738685557,0.00778728846910665,0.00311491538764266,0,0.018689492325856,0.104661157024793,0,0.485303817394727,0.0155745769382133,0.00996772924045651,0.0439203069657615,0.0236733569460842,0.000311491538764266,0.168516922471468,0.0950049193231012,0.0401824085005903,0.00716430539157812
0.0951734789979281,0.0016131098135242,0.231481258240723,0.0435539649651535,0.00806554906762102,0.104852137879073,0,0.223818986626483,0.023390092296101,0,0.00483932944057261,0.00806554906762102,0.0266163119231494,0.14961593520437,0,0.567411376907139,0.0145179883217178,0.0366982482576757,0.0532326238462987,0.0286326991900546,0,0.200025616877001,0.182281408928235,0.126225842908269,0.0108884912412884
0.0888302731751008,0.00324988804299149,0.293573219883565,0.0509149126735334,0.00649977608598298,0.154911330049261,0.0010832960143305,0.21774249888043,0.0346654724585759,0,0.00541648007165248,0.010832960143305,0.0346654724585759,0.168452530228392,0,0.589854679802956,0.0162494402149575,0.0628311688311688,0.0666227048813256,0.0249158083296014,0,0.258907747424989,0.188493506493506,0.128370577698164,0.0113746081504702
0.096862783286119,0.00296087110481586,0.278321883852691,0.0482199008498584,0.00676770538243626,0.129432365439094,0.00169192634560907,0.205569050991501,0.0266478399433428,0,0.00761366855524079,0.0131124291784703,0.0346844900849858,0.157772131728045,0,0.702995396600567,0.0164962818696884,0.0342615084985836,0.0727528328611898,0.0279167847025496,0.00169192634560907,0.205146069405099,0.176383321529745,0.12689447592068,0.0139583923512748
0.109109346991037,0.00532240717029449,0.295393597951344,0.0512281690140845,0.00665300896286812,0.147696798975672,0.000665300896286812,0.274103969270166,0.031934443021767,0,0.00931421254801537,0.00731830985915493,0.0372568501920615,0.177635339308579,0,0.621391037131882,0.024616133162612,0.0379221510883483,0.103786939820743,0.0306038412291933,0.00133060179257362,0.257471446862996,0.187614852752881,0.16699052496799,0.0126407170294494
0.153523928024502,0.00190122511485452,0.228147013782542,0.0565614471669219,0.00522836906584992,0.11264758805513,0.00047530627871363,0.253813552833078,0.0337467457886677,0.00950612557427259,0.012833269525268,0.0109320444104135,0.0280430704441041,0.172536179173047,0,0.687292879019908,0.0232900076569678,0.0560861408882083,0.0827032924961715,0.0285183767228178,0,0.230048238897397,0.156851071975498,0.127382082695253,0.0109320444104135
0.125365853658537,0.00287536361602148,0.262808234504363,0.046580890579548,0.00862609084806444,0.141467889908257,0.00172521816961289,0.246706198254643,0.0483061087491609,0.0126515999104945,0.00862609084806444,0.0103513090176773,0.031053927053032,0.171946744238085,0,0.684911613336317,0.0247281270977847,0.0644081449988812,0.083385544864623,0.025303199820989,0,0.266258670843589,0.179997762362945,0.107538599239203,0.0143768180801074
0.114260353315957,0.00582218360845642,0.304209093541848,0.0494885606718795,0.00800550246162757,0.122265855777585,0,0.240892846799884,0.0392997393570808,0.0109165942658558,0.00800550246162757,0.0123721401679699,0.0254720532869968,0.179759918911092,0,0.616423689545323,0.0189220967274834,0.0713217492035911,0.0873327541268462,0.0378441934549667,0,0.229976252534028,0.187037648421662,0.130271358239212,0.0123721401679699
0.0889726787620064,0.00190928495197439,0.204293489861259,0.0400949839914621,0.0049641408751334,0.0866815368196372,0,0.192455923159018,0.0252025613660619,0.00878271077908218,0.0034367129135539,0.00649156883671291,0.0282574172892209,0.135559231590181,0,0.417369690501601,0.0141287086446105,0.0431498399146211,0.0626245464247599,0.0286392742796158,0,0.182145784418356,0.125630949839915,0.077898826040555,0.0103101387406617
0.0852040332147094,0.0027485172004745,0.288136219849743,0.0526799130090945,0.0105359826018189,0.12505753262159,0.000458086200079083,0.218049031237643,0.0306917754052985,0.0196977066034006,0.00366468960063266,0.00687129300118624,0.027943258204824,0.171324238829577,0,0.566652629497825,0.0160330170027679,0.0458086200079083,0.088410636615263,0.0306917754052985,0.000458086200079083,0.218965203637802,0.16994998022934,0.122309015421115,0.0146587584025306
0.0565507923608289,0.000966680211296221,0.319004469727753,0.0449506298252743,0.00870012190166599,0.155635514018692,0.000966680211296221,0.240703372612759,0.0362505079236083,0.0159502234863876,0.00725010158472166,0.0106334823242584,0.0386672084518488,0.160952255180821,0,0.495423608289313,0.021750304754165,0.0584841527834214,0.0720176757415685,0.0246503453880536,0.00193336042259244,0.254236895570906,0.20203616416091,0.141135310849248,0.00966680211296221
0.103034435261708,0.00166184573002755,0.276420339761249,0.0565027548209367,0.00775528007346189,0.121868686868687,0.0011078971533517,0.235428145087236,0.0382224517906336,0.0138487144168962,0.00775528007346189,0.0149566115702479,0.0265895316804408,0.194435950413223,0,0.525697199265381,0.022157943067034,0.0465316804407714,0.0902936179981634,0.0348987603305785,0.0011078971533517,0.237089990817264,0.199421487603306,0.14014898989899,0.0144026629935721
0.0997704735376044,0.00319777158774373,0.257740389972145,0.045408356545961,0.0083142061281337,0.16308635097493,0,0.217448467966574,0.0313381615598886,0.0172679665738162,0.00511643454038997,0.0127910863509749,0.0326172701949861,0.180354317548747,0,0.529550974930362,0.0127910863509749,0.0345359331476323,0.0812233983286908,0.0268612813370474,0.000639554317548746,0.223204456824513,0.182912534818941,0.117038440111421,0.0121515320334262
