Butyrate,Acetate,Lactate,Succinate,OD
14.7615,24.2537,22.9742,13.5248,2.62333333333333
9.2648,23.0652,22.0057,13.1664,2.26133333333333
19.6205,22.4424,30.4197,2.6303,2.34633333333333
16.663,31.0216,53.3345,3.3248,2.89133333333333
5.6571,44.7124,34.061,1.9108,2.04633333333333
16.3362,4.7187,36.6342,2.5421,0.819333333333333
29.5178,4.7606,18.947,2.2807,0.597608333333333
20.8984,6.2251,10.2573,3.4696,0.777333333333333
33.725,6.3788,22.0484,4.4045,0.410908333333333
26.4678,10.7433,23.1812,3.3342,0.717333333333333
22.6974,19.9276,23.453,1.9542,0.854333333333333
28.2257,12.8381,15.3397,3.7748,1.44333333333333
25.9773,8.7359,20.4667,1.1607,0.953333333333333
15.4424,12.0611,17.5177,20.8471,1.76133333333333
0,39.4124,40.0343,4.9269,2.05533333333333
15.4613,25.1567,22.4335,5.7062,1.38533333333333
0.2541,26.3791,21.4261,28.7915,1.55133333333333
5.7067,25.1919,25.9045,33.8995,1.64433333333333
0,20.9146,30.9873,33.1023,1.62333333333333
0.5298,17.5998,15.7166,27.1541,1.83933333333333
20.5768,150.9711,6.6849,0,0.815508333333333
11.9379,19.9441,30.0623,4.8677,0.883333333333333
0.5281,52.1308,44.3763,3.5561,1.33433333333333
0,36.2219,34.2866,3.0951,1.37033333333333
17.316,29.1052,52.8882,3.3229,2.90233333333333
14.0289,22.3458,41.5042,1.7605,2.95133333333333
12.1294,23.665,41.4698,0.8334,2.66633333333333
14.138,24.2504,49.0553,0.9282,2.67133333333333
31.4588,6.2922,22.3338,4.6945,0.558708333333333
30.7222,7.1153,21.5867,4.4081,0.648333333333333
26.7354,8.3056,45.0551,2.8301,1.411
27.2261,6.0436,52.1906,0,1.658
27.3596,4.3592,52.2451,3.0546,1.543
0,5.9485,26.0454,2.9447,0.062
0,5.1176,31.1867,0,0.062
0,8.1649,32.5353,1.4529,0.059
27.7467,4.9854,26.5099,1.9186,1.243
35.0163,3.6626,29.0473,0,1.261
29.9102,3.4706,25.1692,0,1.026
0,0,0,0,0.253
0,30.0185,35.9514,0,1.123
0,25.2296,31.0609,0,1.182
0,32.748,36.7152,0,1.433
0,8.2144,49.3825,0,1.045
0,6.8879,33.0983,0,1.677
0,1.6776,28.6518,0,0.06
0,25.7275,21.7561,48.0805,1.619
0,23.9412,19.5982,49.2017,1.709
0,23.7368,19.69,44.7429,1.779
0,15.0709,24.6121,16.1264,0.884
0,17.3194,27.1327,21.8196,0.849
0,16.9722,26.6763,21.42,0.846
26.031,3.3675,19.5162,2.9401,1.436
32.601,7.081,17.4668,0,1.449
29.5171,1.8495,20.3983,0,2.031
20.4176,19.5277,40.3681,1.483,2.937
22.0715,27.5304,51.4386,0,2.725
18.717,15.4166,39.1642,0,2.818
0,54.3712,54.1157,0,1.344
0,48.3921,51.4003,0,1.161
0,30.0068,42.0182,1.9168,1.1
0,44.6342,56.3569,0,1.12
0,62.3431,57.8596,0,1.253
0,49.0338,51.2614,4.1663,1.086
0,41.2819,33.4401,0,0.857790909090909
0,44.5825,43.1636,7.1846,1.279
0,29.0694,27.2773,4.5373,1.225
0,27.1611,23.6827,3.3705,1.314
0,19.949,32.6607,25.9745,1.209
0,15.8028,26.8445,20.8902,1.206
0,11.9333,17.4841,21.0144,1.384
0,17.5792,27.4879,28.451,1.352
0,19.9989,26.9565,29.9958,1.321
0,15.5839,23.2014,22.4762,1.573
0,17.8807,24.4969,19.6826,1.781
0,16.6943,35.4937,26.8842,1.605
0,0,35.4469,1.5316,0.367
0,0,40.5859,0,0.349
0,0,50.1478,0,0.431
0,20.9329,19.1163,37.6108,1.676
0,24.416,23.1031,38.2697,1.671
0,17.241,18.8082,24.7572,1.705
0,15.4804,22.0368,20.2919,1.754
0,19.0742,32.5898,27.5909,1.741
0,19.7837,32.9354,27.7949,1.618
0,7.2516,56.3044,5.7293,0.924
0,6.9253,54.5016,4.6125,0.876
0,6.8803,59.1325,3.32,0.827
0,36.3459,32.5415,0,1.057
0,33.3759,35.1971,0,1.214
0,23.6698,23.5065,4.605,1.144
0,37.8492,42.6551,0,1.618
0,43.8778,48.912,2.3313,1.602
0,43.5469,45.7367,1.9246,1.685
0,17.3088,25.3222,0.7031,0.57
0,1.0663,28.1606,1.382,-0.00470909090909093
0,0,29.3172,1.0679,-0.00420909090909093
0,0,23.2728,0,0.00229090909090908
0,0,23.2119,0,0.00199999999999999
0,0,28.7727,0,0.047
38.0799,11.6941,59.331,4.098,1.16870588235294
13.0085,10.2623,62.4948,6.4697,1.24970588235294
22.9523,5.9105,26.0393,3.4489,1.64970588235294
32.1204,14.7143,46.2356,3.4347,1.78370588235294
11.7319,7.7132,36.181,2.8054,1.23770588235294
16.7877,27.9748,40.5407,1.8849,0.842705882352941
33.0828,7.7702,44.0307,5.7433,2.02970588235294
25.3931,7.6317,57.499,3.1571,1.48470588235294
7.3301,12.5901,42.797,21.4429,2.16170588235294
19.7686,8.7776,39.6161,10.335,1.60270588235294
17.5384,12.1151,92.2466,6.8737,0.683705882352941
29.6577,13.2043,36.8035,2.2847,1.07070588235294
8.2339,25.2043,22.7373,2.893,1.16608823529412
28.0108,15.7902,40.6324,7.5673,1.23770588235294
6.9611,10.3702,15.8436,11.4994,1.52170588235294
19.0924,8.8231,34.4781,18.9213,1.39670588235294
4.6606,16.7354,27.8731,24.7225,1.57670588235294
15.316,10.5112,54.1153,4.8391,1.36170588235294
0.843,27.0146,25.2492,31.2255,1.46570588235294
2.944,25.2643,29.6188,31.803,1.69170588235294
18.9079,20.4005,55.3176,5.0406,1.41870588235294
20.0909,8.4842,33.9099,2.807,1.36070588235294
9.8037,25.2839,37.4821,3.6584,1.59970588235294
10.432,33.305,55.7754,2.1658,1.36970588235294
6.5537,35.6277,50.9703,3.2389,1.29970588235294
13.3783,8.5829,63.4026,6.4031,1.20270588235294
0,0,28.7484,4.1249,0.0277058823529411
30.4555,6.0926,28.2016,6.4969,1.30970588235294
17.8446,23.5013,48.1739,5.5032,1.84270588235294
2.2831,7.5923,31.2011,5.1744,0.0227058823529411
0,37.6223,36.0504,8.06,1.05470588235294
5.7764,17.3808,56.5128,3.5292,2.12470588235294
5.741,16.6538,22.3926,31.9825,1.34070588235294
0,0,31.7687,5.1545,0.145705882352941
0,43.0503,28.957,6.0949,0.780388235294118
0,44.5765,34.8222,6.1118,1.59370588235294
0.6573,23.3441,27.0032,27.7267,1.47270588235294
0,18.7494,24.9534,31.6674,1.54070588235294
0,20.9674,29.9892,37.6623,1.38470588235294
0,22.4487,24.3653,32.2717,1.42170588235294
0,22.4103,27.4106,30.4321,1.78770588235294
0,44.3668,45.3075,4.428,1.47770588235294
0,59.0916,57.3949,3.3291,0.879705882352941
0,45.6965,54.7572,4.9107,1.08570588235294
31.5434,10.0527,28.5039,5.281,1.81670588235294
28.1994,6.033,30.0308,5.4876,1.55170588235294
27.0449,18.1147,26.4638,4.3005,2.32270588235294
40.9244,6.4313,20.6135,4.0611,2.12370588235294
30.0681,23.5183,29.3093,5.7906,2.03070588235294
36.6586,16.0809,22.7537,4.5463,0.913705882352941
29.5335,27.7537,17.4479,7.7568,2.33870588235294
36.2391,38.1604,20.436,2.7096,1.10870588235294
23.3205,12.5324,12.6189,30.2677,3.31370588235294
36.0931,15.1366,13.2417,7.1024,1.98670588235294
25.8893,22.2616,36.4227,4.6732,1.04870588235294
42.3334,18.6263,6.356,3.6162,0.942705882352941
40.5,14.9602,11.6362,5.1087,1.94770588235294
43.2286,16.0921,9.5706,1.8337,1.68370588235294
31.5844,5.1965,4.8783,13.5633,2.43970588235294
38.0346,6.3631,11.4089,7.2809,1.95670588235294
27.9049,9.3336,7.9551,22.8306,2.00570588235294
36.4164,14.7277,20.4775,4.958,1.96170588235294
27.53,4.3844,11.8275,2.4449,2.30870588235294
34.2963,4.8935,7.9756,10.7947,1.55570588235294
38.6045,30.6969,19.041,5.6219,2.37570588235294
41.9051,10.885,10.58,3.4039,1.53470588235294
23.0018,5.3484,6.3272,2.9668,2.15770588235294
27.8532,27.4188,21.2033,3.4014,2.56770588235294
40.5821,20.0155,10.611,5.1753,2.33970588235294
13.0624,9.6532,60.0723,3.4005,1.09770588235294
15.9309,9.3396,66.7314,3.6546,1.11870588235294
30.8359,26.6749,19.8765,5.8715,2.02970588235294
27.9926,28.7888,28.3128,6.0436,1.51970588235294
18.8086,23.0843,49.5244,2.3001,2.03070588235294
17.1204,22.3964,47.0515,2.3488,2.00570588235294
0,0,26.5124,3.6849,0.0107058823529411
0,0,21.3516,0,0.00470588235294111
21.9583,18.1294,30.2188,3.9381,1.95270588235294
16.1181,25.9823,33.9896,5.3914,1.93770588235294
36.9132,17.2748,22.8554,4.449,2.56070588235294
13.9807,28.7975,38.4554,1.6548,1.63770588235294
13.3635,28.9663,33.1682,2.7531,1.86570588235294
6.986,39.3197,25.4138,2.6038,1.59070588235294
18.4188,30.5116,39.3687,4.1013,1.76770588235294
18.8725,29.0443,49.6564,2.8046,1.82170588235294
17.3584,31.2178,46.1342,7.7529,2.02470588235294
15.7583,25.8795,30.0936,6.1444,2.17070588235294
13.5787,28.6829,51.4692,5.7093,1.81570588235294
12.3448,26.4401,27.0609,0.5796,2.28270588235294
13.1938,28.5141,30.5108,0.8257,1.84070588235294
13.0531,37.0222,38.6414,4.1131,1.87470588235294
7.5758,22.2267,22.0459,12.0218,1.84570588235294
19.3232,19.9762,32.1189,4.9916,1.77070588235294
5.1278,22.2732,25.7082,19.5735,1.90770588235294
17.7759,25.0453,31.8317,5.0462,1.79770588235294
9.0834,27.9689,26.4696,19.2564,2.11970588235294
6.9049,26.8839,26.4524,18.0223,2.19270588235294
22.1498,27.9999,35.0028,3.3853,1.60270588235294
14.4126,34.336,35.9231,3.2817,1.79870588235294
4.295,47.0281,46.5388,1.6726,2.04770588235294
14.533,41.0783,52.585,2.6555,2.10570588235294
8.721,32.4097,33.0333,3.8623,1.96570588235294
16.2818,16.237,39.1584,4.5247,1.24170588235294
16.1913,9.5241,22.8798,3.6366,-1.176470588235e-05
16.8787,8.7297,22.7739,4.8021,0.0307058823529412
3.4961,8.5294,23.1686,5.0156,-0.0133117647058823
6.7683,24.0105,22.4869,40.7501,1.73870588235294
4.5837,27.9101,22.4242,26.2775,1.12970588235294
22.9152,30.5233,21.6315,2.1597,1.23570588235294
1.3398,53.9077,24.3441,4.5922,0.649788235294118
10.9507,38.6095,28.6616,6.2874,1.63370588235294
0.7603,22.5638,27.6486,31.7282,1.56170588235294
4.7287,19.6369,16.4807,21.7163,1.40070588235294
4.5653,20.1947,19.7048,27.0128,1.61270588235294
0,157.151,47.3206,10.079,0.523705882352941
0,24.51,18.2236,26.973,1.59970588235294
0,24.4793,21.34,25.1852,1.65870588235294
1.7893,91.7617,44.1937,5.849,0.847705882352941
4.3647,54.1151,24.4836,3.5784,0.660705882352941
0,48.2775,38.7718,4.6807,1.46470588235294
11.103,60.616,50.6194,2.7126,0.998705882352941
8.7247,43.1587,40.5384,4.217,0.892705882352941
0,17.0837,5.8832,2.0534,0.236705882352941
0,20.6064,7.2574,2.5692,0.251705882352941
0,12.2377,22.9149,2.1119,0.0387058823529411
0,12.3163,23.5776,1.7373,0.155705882352941
1.751,20.7567,19.8642,36.8316,1.53870588235294
0,24.9693,28.7372,46.3715,1.76170588235294
0,17.4895,17.9604,23.7191,0.985705882352941
0,15.6825,20.5923,23.6503,0.746705882352941
0,7.0608,19.3269,3.8821,0.285705882352941
0,7.3611,21.3743,4.2559,0.305705882352941
1.4393,36.2228,21.1094,1.2511,0.724705882352941
0,54.8079,28.634,1.6335,0.910088235294118
0,46.5231,29.5669,5.8584,0.750488235294118
0,30.626,26.1848,3.1455,1.26670588235294
0,40.9099,33.6085,1.8007,1.16370588235294
0,25.5101,27.7755,22.2105,1.24970588235294
0,29.6273,30.3233,24.8578,1.27170588235294
0,19.5168,19.2601,24.2377,1.49670588235294
0,23.6945,22.8807,25.268,1.49570588235294
0,22.2868,31.3985,28.8093,1.47570588235294
0,25.4741,36.1633,32.2431,1.50370588235294
0,15.2214,39.0564,10.8216,0.578705882352941
0,111.687,53.7963,8.579,0.563705882352941
0,24.8995,21.0786,28.186,1.57370588235294
0,22.4789,22.1573,23.6494,1.44070588235294
0,22.1149,23.5136,25.0472,1.52970588235294
0,119.3112,48.5818,7.0007,0.741705882352941
0,105.3553,58.886,8.9324,0.772705882352941
0,34.6549,20.861,3.7423,0.718705882352941
2.2647,53.6088,26.6915,4.0899,0.754705882352941
0,52.8371,34.151,3.8083,1.56970588235294
0,54.9577,35.1698,3.8882,1.53670588235294
0,54.1921,46.9756,0,1.05870588235294
0,54.7383,45.6179,0,0.735705882352941
0,36.7769,42.0278,0,0.413705882352941
0,40.4579,47.3888,2.0585,0.531705882352941
22.8984,0,48.4625,9.4949,1.824
21.1285,5.6109,49.4393,10.413,1.905
22.1942,7.2985,48.4783,10.8162,1.999
5.4915,12.8416,36.976,16.036,1.438
5.0855,10.6512,36.0194,17.3985,1.404
4.6355,7.2904,33.0336,15.1383,1.347
4.649,8.466,35.315,16.4248,1.427
5.2246,9.5743,34.4237,15.6296,1.417
3.3358,11.994,37.3884,18.9894,1.405
0,10.4133,52.4149,17.7342,1.783
0,0,53.5582,15.941,1.811
0,12.5575,49.5973,15.8666,1.754
0,34.2536,32.9629,1.5347,1.091
1.7453,34.9035,33.179,1.5298,1.057
0,36.5724,30.0837,0.7817,1.205
2.4142,22.347,40.7907,14.1816,1.365
1.3319,28.8653,43.3956,17.8096,1.261
0.8267,24.8432,47.5236,22.027,1.263
24.6629,27.3403,19.2692,0,1.254
22.1073,29.6286,22.4198,6.4903,1.091
28.2392,25.2228,14.1944,3.0879,1.141
40.0235,9.7921,0,0,2.079
44.1482,13.3654,0,0,2.18
16.6293,21.9701,40.5507,19.8037,1.6
17.1908,21.3279,41.0516,20.5564,1.693
16.5801,20.0666,35.4263,15.2293,1.694
17.5594,27.5254,42.9408,17.2829,2.469
17.2688,22.684,40.4026,15.9354,2.625
17.3022,23.2743,40.2724,15.0112,2.4
22.7741,28.6925,48.4949,3.8626,2.972
23.4815,30.4746,56.4364,0,2.887
22.759,30.0808,54.1316,6.5667,2.861
8.3358,40.1373,31.6295,2.8018,1.643
9.1834,39.4641,29.6809,2.602,1.658
8.3826,39.472,28.198,1.3494,1.6
0,33.3146,48.1733,0.9605,1.129
0,31.286,48.7348,0,1.154
8.2516,24.5717,51.701,0,1.406
32.9154,13.2414,38.4797,3.5653,1.164
32.6819,12.1868,40.3303,3.693,1.374
33.4168,13.5831,31.4046,3,1.375
1.0594,7.4546,37.2223,17.9484,1.319
0.8374,9.9239,35.9994,17.0194,1.292
0,8.5023,32.5263,15.8764,1.296
38.2861,5.7156,18.0089,11.3169,2.573
39.8046,0,15.3346,12.2017,2.286
38.4361,5.2541,16.084,12.3608,2.61
34.4522,27.241,17.0781,1.4547,2.209
30.0433,31.1516,19.4067,0.6686,1.781
25.6839,26.5887,27.5915,0,1.785
35.0991,1.9347,15.527,5.9489,1.215
33.9204,1.7452,16.9501,6.069,1.124
34.8453,1.8444,14.0793,5.3156,1.221
28.1567,27.1085,38.3625,5.1739,2.079
24.5792,17.2609,40.424,6.3988,2.044
25.8805,18.0666,40.8139,6.1656,1.915
20.7672,26.9655,49.4528,1.6165,2.951
19.6972,27.1405,49.9485,1.4269,2.786
2.7302,33.3422,41.9372,0,1.53834
3.8321,45.0829,54.5414,0,1.322
2.6058,39.0245,44.9256,0,1.133
34.1913,4.2659,19.5049,4.918,1.116
34.5678,3.8796,15.4475,4.9465,1.008
32.9175,3.7031,15.4534,5.2061,1.001
43.2324,6.249,0,0,1.817
44.0833,5.6421,0,0,1.813
42.4457,6.4096,0,0,1.853
25.5355,15.1729,37.2592,6.7927,2.006
25.025,16.8306,36.5163,6.7492,1.968
27.3256,16.8877,35.1112,6.8842,2.047
22.6567,27.1435,58.9746,0,2.665
21.6595,24.1631,55.3773,0.8468,2.71
22.0746,24.9246,56.4308,0,2.74
21.0567,25.8311,57.1916,0,2.656
21.2498,25.5399,55.045,0,2.588
21.2175,25.3617,55.5463,0,2.481
42.2899,15.4102,25.9235,0,2.862
42.2257,20.6341,23.8282,0,2.922
39.8695,20.2835,23.2273,0,2.866
41.28,19.6027,26.0042,0,2.938
43.976,14.1116,27.9757,0,2.999
41.3878,16.009,26.4414,0,3.08
40.3827,14.3003,25.4142,0,2.67
39.1928,13.8367,25.5854,0,2.728
42.2389,14.5385,26.0982,0,2.774
10.4088,42.405,29.3865,0,1.445
11.7288,46.0451,30.5815,0,1.932
11.4894,45.5694,29.2865,0,2.056
19.6111,24.8386,65.9802,0,3.53
20.0961,26.3058,67.5156,0,3.393
17.4849,22.7138,60.8799,0,2.832
3.9807,38.5966,40.5364,1.0376,1.47784
4.5782,35.8667,44.6747,0,1.694
4.8128,35.2187,43.1178,0,1.521
46.0978,11.0735,17.5659,0,3.424
51.4572,14.3079,20.1199,0,3.58
51.4907,9.2816,14.1293,0,3.795
43.4236,7.9829,13.2012,0,3.676
47.9526,8.1347,15.0085,0,2.509
45.2551,11.7691,21.8836,0,2.91
27.4111,28.4513,55.3225,0,2.891
24.6693,25.1545,43.1538,0,2.86
25.2529,24.1633,46.3087,0,2.899
30.4268,2.0692,26.339,0,1.109
27.6696,0,27.1754,0,1.016
33.6112,2.5772,23.0515,0,1.114
21.2253,28.3534,60.0386,0,2.531
21.3111,27.9385,62.4098,0,3.124
23.5725,29.517,66.2058,2.8455,2.923
46.6334,7.6126,25.9556,0,2.399
47.9443,12.8788,17.3145,6.9555,2.741
52.2253,9.6997,16.2817,5.8672,2.76
16.6663,20.7614,62.1706,0,1.24504
20.9193,25.0635,59.2691,1.1312,2.484
19.3622,23.6495,53.0156,1.7229,2.387
37.8192,0,18.7324,0,2.144
32.5009,0,26.5047,0,2.404
35.0117,0,24.345,0,2.488
0,0,30.2471,0,0.021
0,19.896,17.6504,0,0.296
30.6527,1.9538,28.791,0,1.958
13.6107,21.8948,45.2258,0,1.979
0,13.3532,35.2061,18.8803,1.287
0,44.312,48.0622,0,1.22414
0,0,61.0518,5.0446,0.934
0,21.814,25.6029,0,0.654
0,0,30.9529,0.9664,0.244
0.2746,0,37.1157,15.8346,1.5396
3.026492,20.9606,30.3443,15.302,1.8666
3.1111571,13.7947,42.4138,14.0836,1.8766
